t,ch1,ch2,
-1.7099894e-03,9.80000e+00,4.80000e+00,
-1.6999894e-03,9.40000e+00,4.80000e+00,
-1.6899895e-03,9.80000e+00,4.80000e+00,
-1.6799895e-03,9.40000e+00,4.80000e+00,
-1.6699895e-03,9.80000e+00,4.80000e+00,
-1.6599896e-03,9.40000e+00,4.80000e+00,
-1.6499896e-03,1.02000e+01,4.80000e+00,
-1.6399897e-03,9.80000e+00,4.80000e+00,
-1.6299897e-03,9.40000e+00,4.80000e+00,
-1.6199898e-03,9.40000e+00,4.80000e+00,
-1.6099898e-03,9.80000e+00,4.80000e+00,
-1.5999898e-03,9.40000e+00,4.80000e+00,
-1.5899899e-03,9.80000e+00,4.80000e+00,
-1.5799899e-03,9.40000e+00,4.80000e+00,
-1.5699900e-03,9.80000e+00,4.80000e+00,
-1.5599900e-03,9.40000e+00,4.80000e+00,
-1.5499900e-03,9.80000e+00,4.80000e+00,
-1.5399901e-03,9.40000e+00,4.80000e+00,
-1.5299901e-03,9.80000e+00,4.80000e+00,
-1.5199902e-03,9.40000e+00,4.80000e+00,
-1.5099902e-03,9.80000e+00,4.80000e+00,
-1.4999902e-03,9.80000e+00,4.80000e+00,
-1.4899903e-03,-9.80000e+00,-9.20000e+00,
-1.4799903e-03,-9.80000e+00,-9.20000e+00,
-1.4699904e-03,-9.40000e+00,-9.60000e+00,
-1.4599904e-03,-9.40000e+00,-9.20000e+00,
-1.4499904e-03,-9.80000e+00,-9.60000e+00,
-1.4399905e-03,-9.40000e+00,-9.20000e+00,
-1.4299905e-03,-9.80000e+00,-9.20000e+00,
-1.4199906e-03,-9.40000e+00,-9.20000e+00,
-1.4099906e-03,-9.80000e+00,-9.20000e+00,
-1.3999906e-03,-9.40000e+00,-9.20000e+00,
-1.3899907e-03,-9.80000e+00,-9.20000e+00,
-1.3799907e-03,-9.80000e+00,-9.20000e+00,
-1.3699908e-03,-9.40000e+00,-9.20000e+00,
-1.3599908e-03,-9.80000e+00,-9.20000e+00,
-1.3499908e-03,-9.40000e+00,-9.20000e+00,
-1.3399909e-03,-9.80000e+00,-9.20000e+00,
-1.3299909e-03,-9.40000e+00,-9.20000e+00,
-1.3199910e-03,-9.80000e+00,-9.20000e+00,
-1.3099910e-03,-9.40000e+00,-9.20000e+00,
-1.2999910e-03,-9.80000e+00,-9.20000e+00,
-1.2899911e-03,-9.40000e+00,-9.20000e+00,
-1.2799911e-03,-9.80000e+00,-9.20000e+00,
-1.2699912e-03,-9.40000e+00,-9.20000e+00,
-1.2599912e-03,-9.40000e+00,-9.20000e+00,
-1.2499912e-03,-9.80000e+00,-9.20000e+00,
-1.2399913e-03,-9.40000e+00,-9.20000e+00,
-1.2299913e-03,-9.80000e+00,-9.60000e+00,
-1.2199914e-03,-9.40000e+00,-9.20000e+00,
-1.2099914e-03,-9.80000e+00,-9.20000e+00,
-1.1999914e-03,-9.40000e+00,-9.20000e+00,
-1.1899915e-03,-9.80000e+00,-9.60000e+00,
-1.1799915e-03,-9.80000e+00,-9.20000e+00,
-1.1699916e-03,-9.40000e+00,-9.20000e+00,
-1.1599916e-03,-9.80000e+00,-9.20000e+00,
-1.1499916e-03,-9.40000e+00,-9.20000e+00,
-1.1399917e-03,-9.80000e+00,-9.20000e+00,
-1.1299917e-03,-9.40000e+00,-9.20000e+00,
-1.1199918e-03,-9.80000e+00,-9.20000e+00,
-1.1099918e-03,-9.40000e+00,-9.20000e+00,
-1.0999918e-03,-9.80000e+00,-9.20000e+00,
-1.0899919e-03,-9.40000e+00,-9.60000e+00,
-1.0799919e-03,-9.80000e+00,-9.20000e+00,
-1.0699920e-03,-9.40000e+00,-9.60000e+00,
-1.0599920e-03,-9.40000e+00,-9.20000e+00,
-1.0499920e-03,-9.80000e+00,-9.20000e+00,
-1.0399921e-03,-9.80000e+00,-9.20000e+00,
-1.0299921e-03,-9.40000e+00,-9.20000e+00,
-1.0199922e-03,-9.80000e+00,-9.20000e+00,
-1.0099922e-03,-9.40000e+00,-9.60000e+00,
-9.9999225e-04,-9.40000e+00,-9.20000e+00,
-9.8999229e-04,9.80000e+00,9.60000e+00,
-9.7999233e-04,9.40000e+00,4.80000e+00,
-9.6999231e-04,9.80000e+00,4.80000e+00,
-9.5999229e-04,9.40000e+00,4.80000e+00,
-9.4999227e-04,9.80000e+00,4.80000e+00,
-9.3999226e-04,9.40000e+00,4.80000e+00,
-9.2999224e-04,9.80000e+00,4.80000e+00,
-9.1999222e-04,9.40000e+00,4.80000e+00,
-9.0999220e-04,9.80000e+00,5.20000e+00,
-8.9999218e-04,9.40000e+00,4.80000e+00,
-8.8999217e-04,9.80000e+00,4.80000e+00,
-8.7999215e-04,9.40000e+00,4.80000e+00,
-8.6999213e-04,9.80000e+00,5.20000e+00,
-8.5999211e-04,9.40000e+00,4.80000e+00,
-8.4999210e-04,9.40000e+00,4.80000e+00,
-8.3999208e-04,9.40000e+00,4.80000e+00,
-8.2999206e-04,9.80000e+00,4.80000e+00,
-8.1999204e-04,9.40000e+00,4.80000e+00,
-8.0999202e-04,9.80000e+00,4.80000e+00,
-7.9999201e-04,9.40000e+00,4.80000e+00,
-7.8999199e-04,9.80000e+00,4.80000e+00,
-7.7999197e-04,9.40000e+00,4.80000e+00,
-7.6999195e-04,9.80000e+00,4.80000e+00,
-7.5999193e-04,9.80000e+00,4.80000e+00,
-7.4999192e-04,9.40000e+00,4.80000e+00,
-7.3999190e-04,9.40000e+00,4.80000e+00,
-7.2999188e-04,9.80000e+00,4.80000e+00,
-7.1999186e-04,9.80000e+00,4.80000e+00,
-7.0999184e-04,9.40000e+00,5.20000e+00,
-6.9999183e-04,9.40000e+00,4.80000e+00,
-6.8999181e-04,9.40000e+00,4.80000e+00,
-6.7999179e-04,9.40000e+00,4.80000e+00,
-6.6999177e-04,9.80000e+00,4.80000e+00,
-6.5999175e-04,9.40000e+00,4.80000e+00,
-6.4999174e-04,9.80000e+00,4.80000e+00,
-6.3999172e-04,9.40000e+00,4.80000e+00,
-6.2999170e-04,9.80000e+00,4.80000e+00,
-6.1999168e-04,9.40000e+00,4.80000e+00,
-6.0999166e-04,9.80000e+00,4.80000e+00,
-5.9999165e-04,9.40000e+00,4.80000e+00,
-5.8999163e-04,9.40000e+00,4.80000e+00,
-5.7999161e-04,9.40000e+00,4.80000e+00,
-5.6999159e-04,9.80000e+00,4.80000e+00,
-5.5999157e-04,9.40000e+00,4.80000e+00,
-5.4999156e-04,9.80000e+00,4.80000e+00,
-5.3999154e-04,9.40000e+00,4.80000e+00,
-5.2999152e-04,9.80000e+00,4.80000e+00,
-5.1999150e-04,9.40000e+00,4.80000e+00,
-5.0999149e-04,9.40000e+00,4.80000e+00,
-4.9999147e-04,9.40000e+00,5.20000e+00,
-4.8999145e-04,-9.80000e+00,-9.20000e+00,
-4.7999146e-04,-9.80000e+00,-9.20000e+00,
-4.6999147e-04,-9.40000e+00,-9.20000e+00,
-4.5999148e-04,-9.80000e+00,-9.20000e+00,
-4.4999149e-04,-9.40000e+00,-9.20000e+00,
-4.3999151e-04,-9.80000e+00,-9.20000e+00,
-4.2999152e-04,-9.40000e+00,-9.60000e+00,
-4.1999153e-04,-9.80000e+00,-9.20000e+00,
-4.0999154e-04,-9.40000e+00,-9.20000e+00,
-3.9999155e-04,-9.80000e+00,-9.20000e+00,
-3.8999156e-04,-9.40000e+00,-9.20000e+00,
-3.7999157e-04,-9.80000e+00,-9.20000e+00,
-3.6999158e-04,-9.80000e+00,-9.20000e+00,
-3.5999159e-04,-9.80000e+00,-9.20000e+00,
-3.4999161e-04,-9.40000e+00,-9.20000e+00,
-3.3999162e-04,-9.40000e+00,-9.20000e+00,
-3.2999163e-04,-9.80000e+00,-9.60000e+00,
-3.1999164e-04,-9.80000e+00,-9.20000e+00,
-3.0999165e-04,-9.40000e+00,-9.20000e+00,
-2.9999166e-04,-9.40000e+00,-9.20000e+00,
-2.8999167e-04,-9.80000e+00,-9.20000e+00,
-2.7999168e-04,-9.80000e+00,-9.20000e+00,
-2.6999169e-04,-9.40000e+00,-9.20000e+00,
-2.5999171e-04,-9.40000e+00,-9.20000e+00,
-2.4999172e-04,-9.80000e+00,-9.20000e+00,
-2.3999171e-04,-9.40000e+00,-9.60000e+00,
-2.2999171e-04,-9.80000e+00,-9.20000e+00,
-2.1999171e-04,-9.40000e+00,-9.20000e+00,
-2.0999170e-04,-9.80000e+00,-9.20000e+00,
-1.9999170e-04,-9.80000e+00,-9.20000e+00,
-1.8999170e-04,-9.40000e+00,-9.20000e+00,
-1.7999169e-04,-9.40000e+00,-9.20000e+00,
-1.6999169e-04,-9.80000e+00,-9.20000e+00,
-1.5999169e-04,-9.40000e+00,-9.20000e+00,
-1.4999168e-04,-9.80000e+00,-9.60000e+00,
-1.3999168e-04,-9.80000e+00,-9.60000e+00,
-1.2999168e-04,-9.40000e+00,-9.20000e+00,
-1.1999167e-04,-9.80000e+00,-9.20000e+00,
-1.0999167e-04,-9.40000e+00,-9.20000e+00,
-9.9991667e-05,-9.80000e+00,-9.20000e+00,
-8.9991663e-05,-9.40000e+00,-9.20000e+00,
-7.9991660e-05,-9.40000e+00,-9.20000e+00,
-6.9991656e-05,-9.80000e+00,-9.20000e+00,
-5.9991657e-05,-9.80000e+00,-9.20000e+00,
-4.9991657e-05,-9.40000e+00,-9.20000e+00,
-3.9991657e-05,-9.80000e+00,-9.20000e+00,
-2.9991657e-05,-9.40000e+00,-9.20000e+00,
-1.9991658e-05,-9.40000e+00,-9.20000e+00,
-9.9916570e-06,-9.80000e+00,-9.20000e+00,
8.3437044e-09,-9.80000e+00,-9.20000e+00,
1.0008344e-05,9.80000e+00,9.60000e+00,
2.0008345e-05,9.40000e+00,4.80000e+00,
3.0008345e-05,9.80000e+00,4.80000e+00,
4.0008345e-05,9.40000e+00,4.80000e+00,
5.0008344e-05,9.80000e+00,5.20000e+00,
6.0008344e-05,9.40000e+00,4.80000e+00,
7.0008347e-05,9.80000e+00,4.80000e+00,
8.0008351e-05,9.40000e+00,4.80000e+00,
9.0008354e-05,9.80000e+00,4.80000e+00,
1.0000836e-04,9.40000e+00,4.80000e+00,
1.1000836e-04,9.80000e+00,4.80000e+00,
1.2000836e-04,9.80000e+00,4.80000e+00,
1.3000837e-04,9.40000e+00,4.80000e+00,
1.4000837e-04,9.40000e+00,4.80000e+00,
1.5000837e-04,9.80000e+00,4.80000e+00,
1.6000838e-04,9.40000e+00,4.80000e+00,
1.7000838e-04,9.80000e+00,4.80000e+00,
1.8000838e-04,9.80000e+00,4.80000e+00,
1.9000839e-04,9.40000e+00,4.80000e+00,
2.0000839e-04,9.40000e+00,4.80000e+00,
2.1000839e-04,9.80000e+00,4.80000e+00,
2.2000840e-04,9.80000e+00,4.80000e+00,
2.3000840e-04,9.40000e+00,4.80000e+00,
2.4000840e-04,9.40000e+00,4.80000e+00,
2.5000839e-04,9.80000e+00,4.80000e+00,
2.6000838e-04,9.40000e+00,4.80000e+00,
2.7000837e-04,9.80000e+00,4.80000e+00,
2.8000836e-04,9.80000e+00,4.80000e+00,
2.9000835e-04,9.40000e+00,4.80000e+00,
3.0000834e-04,9.40000e+00,4.80000e+00,
3.1000833e-04,9.80000e+00,4.80000e+00,
3.2000832e-04,9.40000e+00,4.80000e+00,
3.3000830e-04,9.80000e+00,4.80000e+00,
3.4000829e-04,9.40000e+00,4.80000e+00,
3.5000828e-04,9.80000e+00,4.80000e+00,
3.6000827e-04,9.40000e+00,4.80000e+00,
3.7000826e-04,9.80000e+00,4.80000e+00,
3.8000825e-04,9.80000e+00,4.80000e+00,
3.9000824e-04,9.40000e+00,4.80000e+00,
4.0000823e-04,9.80000e+00,4.80000e+00,
4.1000822e-04,9.40000e+00,4.80000e+00,
4.2000820e-04,9.80000e+00,4.80000e+00,
4.3000819e-04,9.40000e+00,4.80000e+00,
4.4000818e-04,9.40000e+00,4.80000e+00,
4.5000817e-04,9.80000e+00,4.80000e+00,
4.6000816e-04,9.80000e+00,4.80000e+00,
4.7000815e-04,9.40000e+00,4.80000e+00,
4.8000814e-04,9.40000e+00,4.80000e+00,
4.9000815e-04,9.80000e+00,5.20000e+00,
5.0000817e-04,9.80000e+00,4.80000e+00,
5.1000819e-04,-9.80000e+00,-8.80000e+00,
5.2000821e-04,-9.80000e+00,-9.20000e+00,
5.3000823e-04,-9.40000e+00,-9.20000e+00,
5.4000824e-04,-9.80000e+00,-9.20000e+00,
5.5000826e-04,-9.80000e+00,-9.20000e+00,
5.6000828e-04,-9.80000e+00,-9.20000e+00,
5.7000830e-04,-9.80000e+00,-9.20000e+00,
5.8000832e-04,-9.40000e+00,-9.20000e+00,
5.9000833e-04,-9.80000e+00,-9.20000e+00,
6.0000835e-04,-9.80000e+00,-9.20000e+00,
6.1000837e-04,-9.40000e+00,-9.20000e+00,
6.2000839e-04,-9.40000e+00,-9.20000e+00,
6.3000841e-04,-9.80000e+00,-9.20000e+00,
6.4000842e-04,-9.80000e+00,-9.20000e+00,
6.5000844e-04,-9.40000e+00,-9.60000e+00,
6.6000846e-04,-9.80000e+00,-9.20000e+00,
6.7000848e-04,-9.40000e+00,-9.20000e+00,
6.8000850e-04,-9.40000e+00,-9.20000e+00,
6.9000851e-04,-9.80000e+00,-9.20000e+00,
7.0000853e-04,-9.80000e+00,-9.20000e+00,
7.1000855e-04,-9.40000e+00,-9.20000e+00,
7.2000857e-04,-9.80000e+00,-9.20000e+00,
7.3000859e-04,-9.40000e+00,-9.20000e+00,
7.4000860e-04,-9.40000e+00,-9.20000e+00,
7.5000862e-04,-9.80000e+00,-9.20000e+00,
7.6000864e-04,-9.80000e+00,-9.20000e+00,
7.7000866e-04,-9.40000e+00,-9.60000e+00,
7.8000868e-04,-9.80000e+00,-9.20000e+00,
