t,ch1,ch2,
1.3499957e-04,5.20000e-02,-1.40000e+00,
1.3599957e-04,4.40000e-02,-1.40000e+00,
1.3699956e-04,3.20000e-02,2.00005e-01,
1.3799955e-04,3.60000e-02,2.00005e-01,
1.3899955e-04,2.80000e-02,1.00000e+00,
1.3999954e-04,2.80000e-02,1.00000e+00,
1.4099953e-04,2.00000e-02,1.80000e+00,
1.4199952e-04,2.00000e-02,1.80000e+00,
1.4299952e-04,1.20000e-02,2.60000e+00,
1.4399951e-04,1.60000e-02,2.60000e+00,
1.4499950e-04,7.99999e-03,3.00000e+00,
1.4599950e-04,7.99999e-03,3.00000e+00,
1.4699949e-04,-2.98023e-08,3.00000e+00,
1.4799948e-04,3.99998e-03,3.00000e+00,
1.4899948e-04,-4.00001e-03,3.80000e+00,
1.4999947e-04,-4.00001e-03,3.80000e+00,
1.5099946e-04,-1.20000e-02,3.80000e+00,
1.5199945e-04,-8.00002e-03,3.80000e+00,
1.5299945e-04,-2.00000e-02,4.20000e+00,
1.5399944e-04,-2.00000e-02,4.20000e+00,
1.5499943e-04,-2.80000e-02,3.80000e+00,
1.5599943e-04,-2.00000e-02,4.20000e+00,
1.5699942e-04,-3.60000e-02,4.60000e+00,
1.5799941e-04,-2.80000e-02,4.60000e+00,
1.5899941e-04,-3.60000e-02,4.20000e+00,
1.5999940e-04,-3.60000e-02,4.60000e+00,
1.6099939e-04,-5.20000e-02,4.60000e+00,
1.6199939e-04,-5.20000e-02,4.60000e+00,
1.6299938e-04,-5.60000e-02,4.60000e+00,
1.6399937e-04,-5.60000e-02,4.60000e+00,
1.6499936e-04,-6.40000e-02,4.60000e+00,
1.6599936e-04,-6.00000e-02,4.60000e+00,
1.6699935e-04,-7.20000e-02,4.60000e+00,
1.6799934e-04,-7.20000e-02,4.60000e+00,
1.6899934e-04,-8.00000e-02,4.60000e+00,
1.6999933e-04,-7.20000e-02,4.60000e+00,
1.7099932e-04,-8.40000e-02,4.60000e+00,
1.7199932e-04,-8.40000e-02,4.60000e+00,
1.7299931e-04,-9.20000e-02,4.60000e+00,
1.7399930e-04,-8.80000e-02,4.60000e+00,
1.7499930e-04,-7.60000e-02,4.60000e+00,
1.7599929e-04,-7.60000e-02,4.60000e+00,
1.7699928e-04,-7.20000e-02,4.60000e+00,
1.7799927e-04,-7.20000e-02,4.60000e+00,
